id,customer_id,equipment_id,site_id,start_date,end_date,actual_return_date,daily_rate,total_cost,status,operator_name,carbon_footprint_kg,created_at
d43eefc9-5729-4b83-9288-6dc2db02ae60,9ad4451e-ad14-4dad-a808-cd0a259d20eb,ef023ed0-6345-4dfd-91cf-264ae49d47f0,7b1ae744-a4ad-47c1-8b73-657133cf0956,2025-10-23,2025-10-30,2025-10-30,1343.43,9404.01,completed,Daniel Butler,64.47,2025-10-18
c071d2e3-488c-4207-9c1c-80e65657e973,b81ba5de-7041-49e7-a3f5-37f7f61d59a4,815040ba-e99b-4b90-8f09-ef80bca4e065,f11a421c-db91-4007-8cd5-1a6be6d5d99c,2025-02-10,2025-02-20,2025-02-23,2885.97,28859.7,completed,Robert Hanson,495.18,2025-02-08
c4920cc2-59b6-4c72-af65-872679ab6aa2,5a50c836-ec68-4aeb-9182-abd10c298a3c,207765ff-11bf-4aa6-9f0d-278560a93eee,fa147dac-5631-4669-b9e0-c9a9086592f6,2025-01-02,2025-01-24,2025-01-24,3854.46,84798.12,completed,Brian Glenn,994.77,2024-12-31
d1bec82d-5f4e-476c-8b21-2267cfb99883,3c7c2248-73d0-4b68-ab2a-0009500b2fc5,7e626839-b994-4621-bcde-ddb6fe962558,7b1ae744-a4ad-47c1-8b73-657133cf0956,2024-12-02,2024-12-07,2024-12-06,1054.85,5274.25,completed,Christy Peterson,201.52,2024-11-27
e787d15c-dcc9-4316-941a-0513acb0cccf,f28f4751-3cf3-4c7f-ac99-d9e9df03a0bc,ba46cbe8-e8ea-42e3-9f36-d94f02e45d49,202284e9-6b1e-482c-9bc4-dbfd429ea13d,2024-11-11,2024-11-22,2024-11-21,1658.56,18244.16,completed,,326.04,2024-11-05
f390d1b8-d2db-40b5-ae07-8ad5750b2b49,3f3bf212-52e9-4b36-94a9-cb6ebb4feab1,e3e0542c-edff-458e-babf-076f42ac3d26,80a089f9-b24d-40e6-8cd5-c8305e194086,2025-12-08,2025-12-14,2025-12-13,1464.92,8789.52,completed,Ashley Lewis,188.79,2025-12-07
a39c7562-b420-478d-8c47-aef10b6548dd,8d29907d-1109-404c-8316-4e748e853fa9,bc90d5e7-ae38-4e79-9fc0-c57a30f96651,6b202a66-258d-4f6c-b283-4197c2de2a1f,2025-07-26,2025-08-12,2025-08-14,1691.55,28756.35,completed,,202.45,2025-07-22
9671eb4f-754d-4986-a137-92e7b430bf50,199ab532-fb75-4ff6-bfbc-e060064f2799,7c644664-aee1-4c28-8215-5c3573b6933f,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2025-09-09,2025-09-15,2025-09-17,1418.1,8508.6,completed,Yvonne Garcia,66.32,2025-09-06
0f9a90a0-b33b-4fee-a0ed-7dbad616e1b3,6a811073-bf7a-4c4e-98fb-ab063f5c9805,34a02f6c-83c5-4f49-9d62-0761c17e248e,ca385e25-60e9-4fcd-8c5d-02ad6a78d891,2025-08-15,2025-08-17,2025-08-17,497.11,994.22,completed,Tina Wallace,85.05,2025-08-10
50e28fa5-77c7-490a-a7d5-4c9bab08133e,124bd83d-5184-4007-bb65-d189bf5495e8,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,9204067a-2c25-4cd7-8f3d-677dce9b85ec,2025-05-30,2025-05-31,2025-06-02,990.07,990.07,completed,Sean Smith,12.15,2025-05-28
f81c5327-172d-462a-b64f-93de364635aa,a25f72b5-1730-44fd-b6c7-c769a3920171,b7d6b701-91c2-4e84-8df1-848099f8ad6d,8058987a-59d5-48ed-955b-52f9f30f5914,2024-12-04,2024-12-11,2024-12-11,612.22,4285.54,completed,Samantha Watkins,147.48,2024-11-30
1b9a446f-eb9b-4e53-9d07-638b1d0ae7f1,70fc6cc4-7bba-43b6-8cd8-314987426792,d4fcf864-c14f-4a53-b077-e119097b7211,4ad60986-1a7f-437e-8dae-9e430f78d12e,2026-03-11,2026-03-17,2026-03-19,595.22,3571.32,completed,Jonathan Martinez,216.56,2026-03-04
03a6dd46-cc68-433b-aa80-89c65234650e,d4f0e86e-a355-434d-961a-b9597212aea3,34a02f6c-83c5-4f49-9d62-0761c17e248e,fa147dac-5631-4669-b9e0-c9a9086592f6,2025-05-30,2025-05-31,2025-05-31,497.11,497.11,completed,,16.88,2025-05-24
6d1f9e56-3d72-457f-b0d3-8f0ef9076944,828d1746-672a-4755-a85d-fc6f8869d1f2,0aa11de9-1db1-4eae-a9b5-d924abe9c2a2,5791500c-c684-4c24-a8de-874e8d0411bb,2024-10-04,2024-10-15,2024-10-16,3645.29,40098.19,completed,Sheila Cardenas,427.18,2024-10-01
abe35b41-6fe6-4c5f-a9e1-8111c9090b62,08f9d987-3b7f-4396-91af-3e88dba71842,256ae1d6-28db-4a55-9f2f-f9c516aa084d,8832ba77-287a-46a8-bc40-c1192f6e5a06,2025-09-19,2025-10-28,2025-10-28,381.84,14891.76,completed,Laura Rodriguez,796.11,2025-09-15
80b26106-6412-4626-83ef-be40776cc3e2,4212e07a-0023-405f-9bf2-105bc07b5250,156019e2-56eb-40f1-b489-21a0444b207d,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2024-09-18,2024-09-30,2024-09-30,1154.06,13848.72,completed,Michael Robinson,360.73,2024-09-13
654af6eb-33b0-4cde-9966-561070dba7d5,03bbff31-a890-4d49-a6df-3269f635750c,d2c330e9-fc8f-4b13-85f3-53cedcfdcade,5791500c-c684-4c24-a8de-874e8d0411bb,2025-08-26,2025-09-14,2025-09-15,470.62,8941.78,completed,,443.63,2025-08-22
5b7a1ce2-319f-499b-bc32-065982b0adca,a1601b20-3206-4485-8d36-acd9f25d2813,e91635e0-8419-40d0-b817-a76d147f75ed,8832ba77-287a-46a8-bc40-c1192f6e5a06,2026-05-17,2026-06-04,2026-06-04,1350.47,24308.46,completed,Phillip Norris,758.27,2026-05-15
fe8c1dd9-f78c-4468-8462-2ea84029daab,f6e95077-b010-4354-9b49-bc9b6f6deb5d,010cddd3-f65f-4f22-9b62-738a8c09e451,fa147dac-5631-4669-b9e0-c9a9086592f6,2025-08-29,2025-09-08,2025-09-10,3205.85,32058.5,completed,Emily Thomas,488.3,2025-08-25
5838afc0-d1fd-4623-a819-8edc5c8386b5,5229355e-2f81-4893-82cc-1a15fb16b26d,13b5d722-8edd-41ee-9172-5643d815492f,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2026-01-06,2026-01-22,,410.91,6574.56,cancelled,David Rodriguez,252.82,2026-01-01
5f31d65b-ea4f-4203-9d89-eb0357d173cb,c0c51c25-3f97-4979-880b-2c73da0069c5,1cc3d635-aefe-4faf-93c9-ab1eec036b0a,fa147dac-5631-4669-b9e0-c9a9086592f6,2026-06-24,2026-07-09,2026-07-10,2129.43,31941.45,completed,Hayley Rodriguez,739.69,2026-06-17
c47d6093-d012-4add-b7db-6253446d28a2,c83f1960-2dde-43f1-971a-6c8d6cc13c53,1b7b60bf-0ac4-49da-966a-5a98b83418e1,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2025-01-08,2025-02-10,2025-02-10,525.02,17325.66,completed,Brent Johnson,1465.42,2025-01-07
c4a5382b-104e-4122-9afb-30e2c88fe3e3,f110fe84-2852-439f-b05d-e68449065be4,534fb71e-7d96-4dc5-a491-a1d814dcb3df,22c34c91-27dc-476d-a886-e057e6eeee26,2025-09-02,2025-09-04,2025-09-05,1849.8,3699.6,completed,Tracie Miller,34.03,2025-09-01
c277c12b-5df8-445a-87d4-5cb88812c559,28627096-2515-4248-ae96-230506f08787,7aae955b-d384-44f8-9f61-e93bd2cd3c74,4ad60986-1a7f-437e-8dae-9e430f78d12e,2025-11-23,2025-11-24,2025-11-24,2659.01,2659.01,completed,,39.49,2025-11-20
8af5ec0c-e400-4d3a-848c-349124c26a6d,6af897a0-0616-4d81-8467-83711f26ec73,3ccab184-a3f8-442d-b964-3f31eef59ba8,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2025-04-06,2025-04-27,2025-04-27,3613.72,75888.12,completed,Susan Humphrey,312.99,2025-03-31
136ce1f5-8710-44c0-8bed-373491bb8711,4aafaf10-24f7-4d03-90f9-189f498d73df,1f5e380b-ed3e-4b79-a7ba-207caca3f595,ca385e25-60e9-4fcd-8c5d-02ad6a78d891,2025-01-26,2025-02-25,2025-02-25,2413.22,72396.6,completed,,811.52,2025-01-25
951180dd-d4cd-41c1-ac5a-0a76e17a019a,08f9d987-3b7f-4396-91af-3e88dba71842,0aa11de9-1db1-4eae-a9b5-d924abe9c2a2,5b0b32e2-808a-4b8e-8b76-50566911c4f5,2024-08-22,2024-09-21,,3645.29,109358.7,cancelled,Richard Hebert,994.05,2024-08-15
c62b328d-c444-42c9-ab3d-469b97cd97b1,1b90b616-f317-4e8d-80cc-ebc097f2b812,b02c5d8e-75ac-4378-8937-7cc5bea02b86,9204067a-2c25-4cd7-8f3d-677dce9b85ec,2025-05-09,2025-05-16,2025-05-17,588.82,4121.74,completed,,176.5,2025-05-04
7f3edabe-a106-4ade-98d8-59e2b23629fe,4236e673-ef5d-4ba1-94df-857605a8084d,de6f35a4-8918-4ceb-8c5d-a5f7f38dacd2,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2025-09-10,2025-10-01,2025-10-01,880.96,18500.16,completed,,486.9,2025-09-07
a287667f-5168-44ee-b880-0fa3b5d62aa1,ab04e845-df18-47cc-a8ce-c436e66303d8,60bd7bca-1222-4895-9831-63ce2ac7cfe8,fa147dac-5631-4669-b9e0-c9a9086592f6,2025-04-16,2025-07-05,2025-07-05,1008.87,80709.6,completed,Erica Lawson,957.76,2025-04-13
b56d4b75-6413-4d6f-ac7d-af26a5a08f48,6977c136-837c-44cb-9bf0-0a3ee8532eb4,ddbd5be4-77a3-49da-9f77-645bc86d3c01,12f5e931-0a8f-4acb-80b5-90d9b62c5d6e,2026-07-27,2026-09-07,,357.5,15015.0,active,Mrs. Kristin Howard,1705.16,2026-07-25
9d0b2cc7-93f0-47b7-8556-25d6ffe6d2d6,74166b54-578d-4e44-882b-45c9694a9729,77346cdd-07e5-4da3-be4a-265af902aa5f,12f5e931-0a8f-4acb-80b5-90d9b62c5d6e,2025-09-10,2025-10-20,2025-10-20,711.91,28476.4,completed,Ronnie Garcia,1955.42,2025-09-08
4265cefb-425e-4e71-b8bf-7156b73df174,37b3b1b8-ae9e-44c5-a5cc-4a5d8b3eb007,381d3788-1ff3-4eb9-9557-878c71dcd271,80a089f9-b24d-40e6-8cd5-c8305e194086,2026-03-03,2026-03-08,2026-03-09,1540.67,7703.35,completed,Nathan Frost,209.26,2026-02-24
6ee82675-db99-452d-8ed8-6e11a6330444,f56dc739-0cae-417b-b7b4-5b1b8a53c810,cee855a1-a507-44ef-b02f-ca693296d8b5,22c34c91-27dc-476d-a886-e057e6eeee26,2024-11-12,2024-11-26,2024-11-25,1509.48,21132.72,completed,Kyle Ramirez,258.92,2024-11-10
71d44b87-bfdd-44ac-83e3-5696e2bf93a1,41143a63-c315-4909-8012-ac3adcf17520,df4f38b9-53b3-46ee-ab94-c3670497d72e,f11a421c-db91-4007-8cd5-1a6be6d5d99c,2026-02-21,2026-02-22,2026-02-22,556.57,556.57,completed,David Henderson,19.28,2026-02-19
58d8e6f0-c54a-45c9-81c1-5e9160d32e6d,edcd7270-7c38-4e2b-a544-37d79eae44b4,36c9eddd-1e7f-455d-9179-0ddfff792ce4,fa147dac-5631-4669-b9e0-c9a9086592f6,2025-02-12,2025-02-16,2025-02-18,762.43,3049.72,completed,,140.28,2025-02-06
953b2d8a-bd7c-4451-94af-797a84fe82d2,56293ff7-3050-4f6b-8df0-cef39f0c8800,38f9ff9c-c99e-4a6d-8c84-69f47f0d7c55,5b0b32e2-808a-4b8e-8b76-50566911c4f5,2025-07-22,2025-08-02,2025-08-03,1149.06,12639.66,completed,,491.76,2025-07-15
9bb7d09e-1050-4f28-8b25-c7b36777fbd2,e189db02-47bd-4155-9ff0-f1b42d8b0d45,d453fc78-ea1f-4a63-89b7-885207cb6d0f,5791500c-c684-4c24-a8de-874e8d0411bb,2026-01-03,2026-01-30,2026-01-30,3753.02,101331.54,completed,Diana Santiago,319.3,2025-12-27
7e184c46-a903-400a-911a-31883f2d6c14,7b3f1125-9009-477e-a350-b52a7884ddc7,e897043a-a106-4f82-8982-e2790f64646c,80a089f9-b24d-40e6-8cd5-c8305e194086,2025-01-08,2025-01-15,2025-01-15,248.07,1736.49,completed,Zachary Miller,305.18,2025-01-06
339e45d9-35b3-42d3-999d-c0b98b7ac594,c9300334-c177-4f75-8b92-06f96c003057,0abb0243-dd38-43f9-add4-d20593b6fd27,ca385e25-60e9-4fcd-8c5d-02ad6a78d891,2024-09-20,2024-09-22,2024-09-22,1033.17,2066.34,completed,Danny Luna,99.26,2024-09-13
8a6dcbf0-b6da-4575-b452-cf8f50f9ff41,50f7f647-fd6e-4699-96d0-2f4d2c435f9e,6e44437b-ad21-4b20-a55d-80f42517c315,8058987a-59d5-48ed-955b-52f9f30f5914,2025-03-01,2025-03-23,2025-03-25,1122.68,24698.96,completed,Mr. Jason Bennett PhD,610.28,2025-02-28
e5cfbde6-7e03-4137-b82c-2ef65ac6807d,ebdee9fd-d8e7-4a19-b327-be6d80cab435,9ab7aac6-6749-4e16-9084-81a94d6db167,5b0b32e2-808a-4b8e-8b76-50566911c4f5,2025-05-09,2025-05-10,2025-05-10,459.17,459.17,completed,Mark Pham,45.26,2025-05-02
c76d5397-5ec0-4915-994e-c0fb98d6777e,713a8773-913e-4531-a453-18bf5e372f56,ac122536-8c85-42fc-9eb2-e2d469100074,ca385e25-60e9-4fcd-8c5d-02ad6a78d891,2024-12-18,2025-01-01,2025-01-03,3412.42,47773.88,completed,Megan Brown,577.0,2024-12-13
b38cb961-a2ce-4e59-822b-bc7ea247abc1,491f1311-7d04-417e-bd66-349490c29ded,e2a6e5bf-afa9-4fa2-a0a8-326ffc691ff4,f11a421c-db91-4007-8cd5-1a6be6d5d99c,2026-07-25,2026-08-03,,789.3,7103.7,active,Geoffrey Patterson,309.45,2026-07-21
46b38b53-8fee-4a1e-b3c4-a326e672a243,c952a0f2-7625-4b7e-b1c9-927504aba3d2,c896ecf9-b9f5-46c4-9996-3f1f554699d7,b6fa1d3c-0d86-4f47-a50b-b2f0a436dea4,2026-01-14,2026-01-23,2026-01-23,2487.65,22388.85,completed,,227.09,2026-01-12
2d245cdf-2c47-4487-894d-6648845322b3,797a670a-c348-437e-b9f4-75e2b92ba55d,2773ef9f-ae14-4f4d-bb2c-52b34e45a83d,6b202a66-258d-4f6c-b283-4197c2de2a1f,2025-09-20,2025-10-13,2025-10-14,2655.75,61082.25,completed,,222.14,2025-09-16
c3e27b21-d678-4a5d-aacd-acc54d3efeaf,d6aa75f7-44c7-4fd7-9ef1-afc61e81fed5,0a237b8c-0d71-4778-b797-fb586790d624,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2026-05-06,2026-05-27,2026-05-27,801.99,16841.79,completed,Kenneth Bell,579.67,2026-05-02
af403b03-8e27-46d2-89ec-ec50d3c74647,3f483723-85eb-43fc-aa06-a41e4b92850a,f65bd9f5-b41b-48b3-8d2c-b1e53f73cb7d,b6fa1d3c-0d86-4f47-a50b-b2f0a436dea4,2025-10-21,2025-11-17,2025-11-17,3847.68,103887.36,completed,Kayla Price,564.72,2025-10-17
feee45c5-ac76-4db3-82d2-6d2ce48f6ae3,503ca1d3-a10d-40ee-a3fa-d96d29036cef,8c5fcf8b-a2a7-4892-8f28-20546135d304,9204067a-2c25-4cd7-8f3d-677dce9b85ec,2025-06-23,2025-06-30,2025-06-30,466.22,3263.54,completed,William Figueroa,184.12,2025-06-18
0e43bdf2-b637-4375-8e0c-dcedefe356cd,f110fe84-2852-439f-b05d-e68449065be4,40530ddf-9272-4398-b4f9-63123a51517d,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2025-03-15,2025-03-27,2025-03-28,1133.02,13596.24,completed,Sarah Peck,84.2,2025-03-09
6c807487-d6c8-46af-9cd3-2d5ed7675eb3,db1ad761-4a3e-4989-8438-2dd4c3027c12,84f5fb05-a568-49ef-8c61-5a754a992d6d,f11a421c-db91-4007-8cd5-1a6be6d5d99c,2024-11-04,2024-12-02,2024-12-02,1116.81,31270.68,completed,Angela Garcia,466.93,2024-11-02
4ed9d308-1fde-41fb-a025-6a60580822d4,0b0f5fd2-9141-4623-9ab3-7b9414d43046,38f9ff9c-c99e-4a6d-8c84-69f47f0d7c55,4ad60986-1a7f-437e-8dae-9e430f78d12e,2026-05-30,2026-08-14,,1149.06,87328.56,active,Michele Leblanc,2125.57,2026-05-26
c6dc46b8-bd57-43fe-84ef-d0afa90b7ead,66ac95a5-e673-4803-b91d-4c51a3e177ec,1fbdaec0-ea2a-4672-aa52-3ffdb94ed007,fa147dac-5631-4669-b9e0-c9a9086592f6,2025-07-13,2025-07-19,2025-07-19,655.87,3935.22,completed,,58.99,2025-07-10
61d851bf-765f-4d03-a4bd-d77ac41b2503,9ad4451e-ad14-4dad-a808-cd0a259d20eb,4b215616-4579-4381-a2c1-209d11646376,7b1ae744-a4ad-47c1-8b73-657133cf0956,2025-03-25,2025-04-22,2025-04-22,1706.87,47792.36,completed,Jeremy Holmes,1342.44,2025-03-21
45d6b71b-5b13-4b24-ba01-307cc25c0dac,17a3dd98-8ad3-4bb9-8be0-49f3d54b5163,d1a76b59-fdd1-4d36-abfb-256e5a7323aa,12f5e931-0a8f-4acb-80b5-90d9b62c5d6e,2025-10-03,2025-10-31,2025-10-31,733.38,20534.64,completed,Jacob Gonzalez,209.51,2025-10-01
0b9aaabe-3a84-4904-80af-6c821955b257,6ff51d1a-5577-4866-93bf-ecc7450b9784,b02c5d8e-75ac-4378-8937-7cc5bea02b86,5791500c-c684-4c24-a8de-874e8d0411bb,2025-01-01,2025-02-11,2025-02-11,588.82,24141.62,completed,Theresa Shaw,1175.78,2024-12-25
d6fc3e0b-10a5-4d78-a3b4-869de17c7026,ab04e845-df18-47cc-a8ce-c436e66303d8,391860e9-8798-4e35-9e30-5f14351574d1,8058987a-59d5-48ed-955b-52f9f30f5914,2025-08-11,2025-09-06,2025-09-08,1057.26,27488.76,completed,Paul Smith,1257.03,2025-08-05
3fd7b0e8-03a1-42cc-b435-6045b732a149,76e7a621-003e-42cc-9f06-fea80a0747ca,a77dbbfa-51a1-4ce9-82b3-4e4fe12e64a2,12f5e931-0a8f-4acb-80b5-90d9b62c5d6e,2024-12-15,2024-12-16,2024-12-17,1062.06,1062.06,completed,Charles Chen,27.48,2024-12-13
82ce15de-b6c2-4811-8a9d-710c172d05f1,f56dc739-0cae-417b-b7b4-5b1b8a53c810,6c041610-c5e7-42b5-99aa-99375af1b892,b6fa1d3c-0d86-4f47-a50b-b2f0a436dea4,2025-10-10,2025-10-22,2025-10-22,1375.05,16500.6,completed,Alexander Smith,396.97,2025-10-06
cefca69f-e6e6-43cc-bd0c-5d5d18ef7add,875ba428-18a8-4688-8ae3-6f0274a5017b,64da132c-25da-4c0a-9389-d185cb4c0ecc,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2024-12-25,2025-01-03,2025-01-04,2323.33,20909.97,completed,Elizabeth Cummings,240.46,2024-12-23
11cc69ea-7768-4b5b-922e-9fc832dbc469,d299015a-a646-4e51-a52e-955471ad806a,bc90d5e7-ae38-4e79-9fc0-c57a30f96651,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2025-03-25,2025-04-03,2025-04-03,1691.55,15223.95,completed,,447.09,2025-03-23
cfd9fce8-68d8-45ff-a038-4d8756ff9c83,707938a2-022a-47a4-8b9d-b4d50b26a0cc,13b5d722-8edd-41ee-9172-5643d815492f,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2024-11-06,2024-11-07,2024-11-10,410.91,410.91,completed,,28.32,2024-11-05
cebb8a70-bb20-4891-a9df-81d1d65834c2,4cf6ec55-a7f7-463a-b26c-5fa9ecff193c,afae5247-56ca-4e22-b66c-f8c8145a478f,ca385e25-60e9-4fcd-8c5d-02ad6a78d891,2024-11-26,2024-11-27,2024-11-30,2074.55,2074.55,completed,Megan Sharp,40.85,2024-11-19
48bef897-7aae-40fc-80cd-c1e364e5394c,a8d63531-e89c-4faf-8671-b1dda0f09256,e897043a-a106-4f82-8982-e2790f64646c,8832ba77-287a-46a8-bc40-c1192f6e5a06,2025-09-20,2025-09-21,2025-09-21,248.07,248.07,completed,Donna Nguyen,43.92,2025-09-15
ad5321b6-ac45-455c-a8a8-cd08e125b0f8,2138c6c8-dd06-4493-96dd-1325c5d121f7,13b5d722-8edd-41ee-9172-5643d815492f,ccab9b1f-614b-4950-b5eb-c05ed5a370e2,2025-11-09,2025-11-10,2025-11-10,410.91,410.91,completed,Michael Jensen,28.45,2025-11-02
96d2709a-ae91-48ae-8786-4aefe2e1fa4c,30012bd6-63e1-4c37-9f7c-71cb2aede345,9c2741b1-456c-4b57-9556-57c312f41ca6,80a089f9-b24d-40e6-8cd5-c8305e194086,2025-02-05,2025-02-25,2025-02-25,338.23,6764.6,completed,,558.14,2025-01-31
3ab1ab5f-a783-4f3c-9232-894de2d7f899,3e2bc8c1-8cf5-40ff-afa7-fab4570ea542,ac122536-8c85-42fc-9eb2-e2d469100074,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2025-05-20,2025-05-27,2025-05-26,3412.42,23886.94,completed,,322.29,2025-05-14
3977c6ef-a173-47b8-8256-34556c6cdf72,fa5b0920-dbe9-4b44-a70c-393ffab78137,24130e7e-cf6f-4437-a686-8de546e64bf9,12f5e931-0a8f-4acb-80b5-90d9b62c5d6e,2024-09-06,2024-09-11,2024-09-11,4253.48,21267.4,completed,Michael Coleman,217.34,2024-08-31
9b6f4be3-0c5c-46e6-95d9-acd6ad984676,b4345950-dd8c-497b-acdd-5ee00e70b96d,dee64018-fcb3-4090-a5be-57348cde4ce5,fa147dac-5631-4669-b9e0-c9a9086592f6,2024-09-10,2024-09-11,2024-09-11,544.17,544.17,completed,Vincent Miller,13.53,2024-09-03
4781ac64-4817-4024-96eb-6b1032483939,d6aa75f7-44c7-4fd7-9ef1-afc61e81fed5,c69a04bd-a2d0-41a8-8fd8-fda8e023cd14,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2024-09-09,2024-09-12,2024-09-12,512.7,1538.1,completed,Elizabeth Lindsey,57.18,2024-09-06
3ad846bc-9334-49de-a519-75df887239d8,b81ba5de-7041-49e7-a3f5-37f7f61d59a4,f3f8dec1-94d5-4487-8e31-a079ec435a94,202284e9-6b1e-482c-9bc4-dbfd429ea13d,2025-01-07,2025-01-31,2025-01-31,1058.5,25404.0,completed,,252.67,2025-01-03
cd46c20b-0363-4420-afbb-f149d6652e47,b0cfe83a-9793-4c65-8cc8-0cd6ce6d9bd1,499abaa9-c7a5-44f5-a672-40edf44782fe,12f5e931-0a8f-4acb-80b5-90d9b62c5d6e,2025-05-05,2025-05-11,2025-05-11,2378.18,14269.08,completed,Natasha Wilson,257.39,2025-04-29
15ba33b4-a1c3-41a7-b9d1-24599b3f79d7,ff5c59ce-b7d4-4309-8726-dbeb94e2dd91,2f9e9f13-f622-4db8-b4ea-492db29c8e79,6b202a66-258d-4f6c-b283-4197c2de2a1f,2024-11-14,2024-12-29,2024-12-30,1353.74,60918.3,completed,Nicholas Harding,1972.14,2024-11-13
d7ede664-7052-460b-962d-1782457afdd3,4cf6ec55-a7f7-463a-b26c-5fa9ecff193c,bb0fe6b8-0fe1-460a-9f6a-a46d0e37c137,7b1ae744-a4ad-47c1-8b73-657133cf0956,2025-06-25,2025-07-02,,406.13,2842.91,cancelled,,96.32,2025-06-18
2417eb58-7fd3-4913-abf2-0bef418350d1,a313c410-78f1-412c-a399-2c47a873c2f9,ea5a8568-841c-4fe4-9e7f-ce0814f895b1,202284e9-6b1e-482c-9bc4-dbfd429ea13d,2024-09-24,2024-10-02,2024-10-03,226.34,1810.72,completed,Jennifer Fletcher,200.44,2024-09-18
beb5117a-5254-4d75-a50d-69da964c7b6d,875ba428-18a8-4688-8ae3-6f0274a5017b,f55c7b06-3a4a-49bb-bd43-dc27fa8d5b52,ccab9b1f-614b-4950-b5eb-c05ed5a370e2,2025-02-26,2025-03-02,2025-03-02,804.85,3219.4,completed,Melinda Douglas,71.11,2025-02-24
ba171927-edab-44e3-98dc-095fc13a12ea,828d1746-672a-4755-a85d-fc6f8869d1f2,622619e6-8ca8-4ef0-8937-8e4555a60be7,9204067a-2c25-4cd7-8f3d-677dce9b85ec,2024-11-24,2024-11-27,2024-11-27,1864.23,5592.69,completed,Terry Ruiz,87.2,2024-11-23
5e7aa5db-cec8-4edc-b138-5b4912a85fd3,3bdc9a49-d23d-462a-81fc-e0a0c85272e3,709f2cf2-0dcd-4b9d-bdda-006429eac83c,18e4f8de-b43c-4e3a-a59b-67a0e05c44ba,2026-02-20,2026-03-04,2026-03-04,1524.21,18290.52,completed,,423.06,2026-02-16
638628b3-82f2-4a85-8af1-e28a33792773,6a9e9061-7336-48ff-bc33-3537b6f922a6,68d17e85-bfc5-45c6-b9d0-5fe8592a5d70,b6fa1d3c-0d86-4f47-a50b-b2f0a436dea4,2026-02-21,2026-03-27,2026-03-27,721.96,24546.64,completed,Jane Carter,1393.53,2026-02-19
32303c46-4735-49d7-9057-37398b14a1bc,41143a63-c315-4909-8012-ac3adcf17520,915f5e10-640b-41dd-9184-0d7c8f35e828,7b1ae744-a4ad-47c1-8b73-657133cf0956,2025-02-02,2025-02-03,2025-02-03,999.34,999.34,completed,Emily Trujillo,9.87,2025-01-31
ec1f12ac-9961-4426-95f5-13419e0dcf62,903f381d-cf42-442d-b02b-9a4b7e7495cd,a7037454-abe4-4fbb-9b42-86d1f7928404,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2025-07-21,2025-07-27,2025-07-27,1187.88,7127.28,completed,Donna Chavez,227.69,2025-07-18
f81baaa2-63ed-46d2-86f5-a6f493dfca18,30012bd6-63e1-4c37-9f7c-71cb2aede345,ce7afa67-1d23-44f2-9672-c87922da13c0,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2024-09-17,2024-09-21,2024-09-22,2166.55,8666.2,completed,,80.17,2024-09-15
bb2739f7-dbd1-473d-ba03-4d961989086c,b9c115e9-ca7b-47d9-8da3-3bcc260b618a,ce450d7c-8744-4bea-b762-ae5dea8c17fa,ccab9b1f-614b-4950-b5eb-c05ed5a370e2,2025-02-02,2025-02-12,2025-02-12,935.45,9354.5,completed,,187.76,2025-01-29
a4f51a90-f128-4e7c-9996-53412eb61874,b0cfe83a-9793-4c65-8cc8-0cd6ce6d9bd1,9f00897a-d0fa-4f26-a221-29c266675bee,18e4f8de-b43c-4e3a-a59b-67a0e05c44ba,2024-12-11,2024-12-30,2024-12-30,1654.08,31427.52,completed,Jesse Dudley,363.68,2024-12-08
5770fef8-557a-4bf2-a694-4fbe25fafa79,538aca8e-9280-478d-8ee0-abab8238c773,499abaa9-c7a5-44f5-a672-40edf44782fe,8832ba77-287a-46a8-bc40-c1192f6e5a06,2024-09-08,2024-11-04,2024-11-03,2378.18,135556.26,completed,,2510.73,2024-09-03
dc4b54a2-c11a-4abc-9acf-30aee8f17751,a14deceb-f9b0-4286-a069-9c291a911000,f3f8dec1-94d5-4487-8e31-a079ec435a94,fa147dac-5631-4669-b9e0-c9a9086592f6,2024-12-03,2024-12-11,2024-12-14,1058.5,8468.0,completed,Charles Smith,354.95,2024-11-27
fa40194b-bf92-4585-b9d5-6272289a0316,d6aa75f7-44c7-4fd7-9ef1-afc61e81fed5,9e54f4a2-20fc-4e8d-b589-6fd7cc04ae9b,5791500c-c684-4c24-a8de-874e8d0411bb,2025-02-01,2025-02-08,2025-02-08,251.16,1758.12,completed,Drew Lopez,323.45,2025-01-25
